CANCELAMENTO COMPRA ,"Extremamente chateada com an Amazon, entendo que ela deveria saber melhor quem são os parceiros que vendem em sua plataforma. Comprei um carrinho com bebê conforto para o meu bebê que nasce em 20 dias, meu primeiro filho, tem todo um emocional envolvido. O envio estava previsto para o dia 26, dia 25 me informaram que se não tivessem retorno do vendedor até dia 29/09 iriam iniciar o processo de reembolso e estorno. Resumindo eu que tive que ligar lá pra cancelar o pedido e recebo um e-mail que como foi parcelado no crédito pode demorar até 2 faturas para estorno. A maior falta de respeito, isso que é um carrinho de mais de 2 mil reais. Extremamente chateada pela experiência e pelo momento que pra mim e tão delicado e estou vivendo isso. Ainda perguntei qual o respaldo que an Amazon me daria e fiquei sem resposta. Pedi pra deixarem como vale presente pra eu já comprar um outro carrinho e me negaram. Sou da área de e-commerce e sei exatamente sobre protocolos e sistemas, só não imagina a que em situações assim ficaria sem respaldo por parte da Amazon que deveria saber quem anuncia dentro de sua plataforma. "
Descontaram 2 vezes no mesmo mês ,Boa tarde gostaria de saber por que foi descontado 2 vezes no meu cartão de crédito em um mês so
Comprei uma babá eletrônica e ela veio com problema ,"Comprei uma babá eletrônica e ela está com problema. A câmera filmadora só funciona se estiver conectada ao carregador, já deixei carregando por horas e mesmo assim quando eu tiro da tomada ela desliga. Já entrei em contato com a empresa Amazon e eles só enrolam. Pediram um vídeo mostrando o problema e cada dia inventam um desculpa e não resolvem meu caso. "
COBRANÇA INDEVIDA !,"Sou assinante Amazon há algum tempo, e percebi hoje na minha fatura um lançamento de U$12,99 em Amazon MPTS e um lançamento já na próxima fatura de U$14,99 de uma compra inexistente. Quero o estorno e esclarecimento sobre isso urgentemente. Isso é [Editado pelo Reclame Aqui] e falta de respeito com o consumidor. Pretendo cancelar minha assinatura, fiquei totalmente decepcionada."
Conta suspensa sem motivo,"Fiz o pedido n702-7975272-9919465 e após a compra, tive minha conta suspensa, preenchi os dados solicitados para a ativação da minha conta, entretanto mesmo após enviar a fatura do cartão de crédito utilizado na compra, minha conta continua suspensa, e o aplicativo continua pedindo as mesmas informações"
Ja faz 2 meses quase que meu pedido esta atrasado e nao RECEBO REEMBOLSO.,"Primeiramente solicitei REEMBOLSO pela propria plataforma e nada de resposta apenas  ERROS ate conseguir contato pelo atendimento online/virtual porem tambem nao foi resolvido meu problema de reembolso, por fiz meu pedido no começo do mes passado com previsao pra o final do mes passado, o pedido foi atrasado a AMAZON me informou em algumas das milhares tentativas de REEMBOLSO do meu dinheiro que o pedido poderia ter sido extraviado, tambem me disseram que o vendedor nao se encontrava mais na plataforma ou seja o vendedor nao era mais um parceiro ativo deles ( dentre outras desculpas e nenhuma soluçao para um problema simples, no caso devolver o meu dinheiro).A atendente abriu um pedido de garantia de  A-Z  como a amazon chama seu processo de reembolso, porem ate agora nada. O que e um absurdo obviamente pois nao estou pedindo dinheiro de ninguem apenas o retorno do meu dinheiro no caso, que paguei um produto alem de quase 2 meses sem resposta sem me mandar uma mensagem se eu ainda iria receber ou nao pois se eu nao tivesse me mobilizado pela AMAZON meu pedido ficarei em atraso o resto da vida ( como ja estava quase completando 2 meses agora) e eles manteriam o meu dinheiro, e no final sem soluçao nenhuma que no caso agora so exijo meu dinheiro de volta, usando esta plataforma do  RECLAME AQUI como ultima medida antes de entrar com medidas judiciais, seguido de muitas provas com prints datados e conversas com atendentes, prints da plataforma com meu pedido travado, print da plataforma incapaz de resolver o problema de reembolso, e de diversas tentativas de resoluçao do problema pela maneira automatica da plataforma.meu pedido :  701-9102294-3160245Whisky Old Parr, 12 anos, 1LEra pra ser um presente, para uma cerimonia onde prometi para um amigo do meu circulo social proximo, oq me deixou bastante constrangido por nao ter em maos oq havia prometido, e sem nenhuma chance de reembolso ou dialogo por parte da AMAZON referente ao status do pedido pois quando houve atraso, deixaram a data antiga  previsao para 25/Ago e ja estamos em 29 de SETEMBRO, e por eles seguiria assim o resto dos dias/semanas/meses/anos se eu nao fosse ATRAS do meu dinheiro.( Texto supracitado, apenas um breve motivo de muitos que tenho para iniciar uma causa na justiça ja que fui [Editado pelo Reclame Aqui] de diversas formas)"
Devolvi produto enviado e a Amazon não me ressarciu,Comprei 4 produtos para uma despedida de solteira a lojae encaminhou apenas 1 que nao funcionava..optei por devolver conversei com o vendedor e assim acordamos..ja faz mais de mês que enviei o produto o lojista confirmou a devoluçao e a Amazon não me devolveu meu dinheiro..
Estorno de reembolso,"Fiz uma compra no dia 09/07/2022, a compra demorou muito a ser entregue e fui orientada através do site que deveria solicitar o reembolso do produto, solicitei, após a solicitação o produto foi entregeu, entrei em contato com a Amazon para saber como faria o pagamento novamente visto que recebi o reembolso.No próprio site tinha a opção de estorno de reembolso, fiz a solicitação e foi feito o estorno, porém eu tinha feito a compra parcelada e o estorno foi feito de uma unica vez. Não posso pagar o valor cheio. Fui orientada pelo SAC a entrar  em contato com o banco pois eles não poderiam lançar o valor parcelado e fui informada que a Amazon precisa verificar a possibilidade de fazer um novo estorno e solicitar o relançamento parcelado. Preciso solucionar esse problema "
Pedido sumiu do site e nao foi entregue,"Fiz a compra da ALEXA no dia da amazon prime day 12 de julho 2022.A entrega estimada era para 13 de outubro ( uma data muito longa para entrega.. Eis que minha conta agora proximo da entrega foi bloqueada. Consegui o acesso depois de varias vezes mandando o pdf da fatura, porem meu pedido sumiu. Não esta em pedidos, é como se eu nunca tivesse feito a compra. Fora isso as cobrancas na fatura continuam. Ou seja paguei por um produto que nao chegou e foi retirado das minhas compras nao aparece no site nem aplicativo. Quero receber meu produto como direito do consumidor. E ao menos consigo falar com alguem da amazon.. "
Pedido cancelado mesmo já pago 2 meses,"Bom dia!Fiz um pedido no prime day de uma echo Dot 4 geração que já foi entregue dia 18/07 e uma echo Dot 3 geração que ficaram de entregar dia 18/10, para minha surpresa está segunda foi cancelada por FALTA DE PAGAMENTO, quando está lançado na fatura de outubro a 3 parcela.Entrei em contato dia 26/09 pelo chat com Larrany R. e me pediram alguns dias para resolver, dia 27/09 entrei em contato por telefone e o atendimento foi que eu aguardasse 48h a partir do primeiro atendimento pelo chat, a atendente disse que o valor estava lançado no meu cartão e acha que foi erro do sistema.Hoje mais de 72h após o primeiro atendimento pelo chat, entrei em contato e a resposta foi.."" Peço desculpas pelo transtorno, foi aberto um protocolo com o atendimento anterior, houve um problema emergente no sistema e ainda não houve uma tratativa do setor responsavel da Amazon, ainda está sendo analisado por esse setor especializado!""..""Nesse caso quando o setor responsavel vai estar informando o que vai ocorrer em relação a esse problema, mas pode ficar tranquila, todos os procedimentos foram realizados e encaminhados para esse setor, só temos que aguardar a resposta"" Isabella | Serviço de Atendimento ao Cliente.Diante destes fatos peço que seja resolvido de forma exemplar e dentro da lei ."
20 dias sem reembolsarem ,"Olá, já tive problemas com Amazon no meado de novembro de 2021 e resolvi processar, acabei ganhando, e espero não ter de processar novamente, meu pedido consta como entregue e não foi, já estou enviando formulário pra vocês desde o dia 15 para haver o reembolso e mandam eu aguardar 3 dias úteis, e no terceiro dia útil me mandam reenviar, já reenviei mais de 5 vezes esse formulário, vou ter de processar."
Garantia de A a Z,"Amazon estou aguardando o estorno do valor pago do pedido PEDIDO N 701-8533513-8921056. Pelo amor, ja enrolaram demais. Vocês não tem noção do prejuízo financeiro que estão me causando, estou a quase 20 dias sem aparelho celular, preciso dele para trabalhar. Isso vai descontrolar todas as minhas contas. Nossa! é muita falta de responsabilidade e empatia com o próximo. Cumpre o que prometeu.Olá Juliana! boa tarde.Sou Carlos do atendimento Amazon Brasil.Conforme conversamos segue nosso e-mail, informando que você será reembolsada a respeito do produto por meio da Garantia de A a Z e receberá uma equiparação de preços.Protocolo: A17QBA92GX3IXIO produto já foi entregue ao destinatário, pq essa demora. qual o sentido da garantia de A a Z ? Código de postagem e devolução: QB950643753BRAguardo uma resolução ainda hoje."
Mercadoria NAO ENTREGUE,"Realizei a compra de um monitor no dia 03/09 e segundo a loja a mercadoria foi extravida no transporte, entrei em contato com a loja no dia 22/09 e refizeram o pedido, e agora a outra transportadora no dia da entrega diz que o endereço fica fora do perimetro urbano nao sendo possivel fazer a entrega, porem a mesma transportadora ja fez entrega no endereço por outra loja e o endereço fica localizado no CENTRO DA CIDADE, RUA ALFALTADA, BEM ILUMINADA E COM 0% DE RISCO PARA O TRANSPORTADOR, agora olho no meu pedido no site da loja diz que não é possivel entregar sendo que ja fiz outros pedidos na propria Amazon e foram entregues normalmente. Não quero a devolução haja visto que a compra foi parcelada no cartão e inclusive ja foi paga parcelas referente a compra."
Parceiro não entregou produto ,"Efetuei uma compra na Amazon e para minha surpresa a empresa responsável pela entrega não efetuou a mesma, porém constou no sistema como produtos entregues, um absurdo, inaceitável."
Site da Amazon informa que produto foi entregue sem entregar mercadoria,"No dia 26/09/22 realizei a compra de uma boneca para minha filha (Boneca Barbie Color Reveal Festa de Confetti, Mattel, Multicolorido) e shampoo/ condicionador para minha esposa. No dia 27/09/22 constava no site da Amazon que as duas encomendas haviam sido entregues, porém, não havia recebido nenhuma das 02. No dia 28/09/22 entrei em contato com a Amazon, via chat. A atendente foi muito atenciosa e educada, porém não cumpriu com a promessa da entrega das mercadorias no dia 28/09/22. Entrei novamente em contato, hoje, via chat e tive que refazer os pedidos. Fiquei muito insatisfeito com o serviço de entrega prestado pela transportadora. Minha filha aguardava ansiosamente pela boneca e ficou muito frustrada por não ter recebido no dia prometido. Espero que a Amazon tome atitudes contra a transportadora para que esse tipo de ação não se repita. Será que no sábado eu receberei minhas mercadorias e minha filha poderá brincar com a sua boneca?"
ENTREGA ATRASADA!,"Recebi uma compra atrasada, e me foi cobrado a taxa mais rápida. "
Bloquearam nossa conta e n creditam os valores das nossas vendas,"Bloquearam nossa conta e n creditam os valores das nossas vendas, recebemos alguns emails de venda realizada mas n aparece na nossa conta, o suporte n resolve o problema, mandam emails pra acessar a conta, fazem mais de 15 dias q estamos nessa novela. Favor entrarem em contato pra resolver de uma unica vez. o no. telefone 11-4293-9479 q consta na internet ouve-se uma gravação em ingles. novamente estaca zero. Por favor Resolvam este Sério PROBLEMA.. "
Cancelou o produto no dia em que deveria chegar,"Há alguns meses comprei o produto Echo Dot Alexa e a entrega era pra ser em outubro. Depois resolveram antecipar a entrega e deveria ser pra hoje. Agora quando entrei no site para consultar, apareceu que eles tiveram problemas com a entrega e estão cancelando o meu pedido. Depois de tanto tempo e justo agora no ato da entrega resolveram cancelar e eu não quero o cancelamento, quero o produto. Fora que ninguém me avisou, simplesmente entrei e vi que foi cancelado. Não é justo e eu quero o produto."
